"PERIODO","ESTU_TIPODOCUMENTO","ESTU_CONSECUTIVO","COLE_AREA_UBICACION","COLE_BILINGUE","COLE_CARACTER","COLE_COD_DANE_ESTABLECIMIENTO","COLE_DEPTO_UBICACION","COLE_GENERO","COLE_JORNADA","COLE_NATURALEZA","ESTU_GENERO","FAMI_CUARTOSHOGAR","FAMI_EDUCACIONMADRE","FAMI_EDUCACIONPADRE","FAMI_ESTRATOVIVIENDA","FAMI_PERSONASHOGAR","FAMI_TIENEAUTOMOVIL","FAMI_TIENECOMPUTADOR","FAMI_TIENEINTERNET","FAMI_TIENELAVADORA","PUNT_INGLES","PUNT_MATEMATICAS","PUNT_SOCIALES_CIUDADANAS","PUNT_C_NATURALES","PUNT_LECTURA_CRITICA","PUNT_GLOBAL"
"20211","TI","SB11202110002255","URBANO","S","ACADÉMICO","311001107513","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Postgrado","Educación profesional completa","Estrato 6","3 a 4","Si","Si","Si","Si","80","65","60","68","58","320"
"20211","TI","SB11202110031921","URBANO","N","TÉCNICO/ACADÉMICO","376001007670","VALLE","MIXTO","TARDE","NO OFICIAL","M","Uno","Secundaria (Bachillerato) completa","Educación profesional completa","Estrato 4","3 a 4","Si","Si","Si","Si","45","59","50","53","59","272"
"20211","TI","SB11202110010638","URBANO","N","TÉCNICO","476130000571","VALLE","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional completa","No sabe","Estrato 2","3 a 4","No","Si","Si","Si","55","64","58","64","61","306"
"20211","TI","SB11202110014977","URBANO","N","ACADÉMICO","376001008498","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 5","5 a 6","No","Si","Si","Si","77","71","76","61","75","356"
"20211","TI","SB11202110014376","URBANO","N","TÉCNICO","376520005145","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Cuatro","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 3","3 a 4","Si","Si","Si","Si","58","52","39","47","50","239"
"20211","TI","SB11202110020921","URBANO","S","ACADÉMICO","311848000693","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional completa","Postgrado","Estrato 6","3 a 4","Si","Si","Si","Si","85","75","66","68","74","359"
"20211","TI","SB11202110032668","RURAL","S","ACADÉMICO","305380019472","ANTIOQUIA","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Educación profesional completa","Educación profesional completa","Estrato 4","3 a 4","Si","Si","Si","Si","74","59","43","49","58","270"
"20211","CC","SB11202110034136","RURAL","S","ACADÉMICO","425126047887","CUNDINAMARCA","MIXTO","MAÑANA","NO OFICIAL","M","Tres","Educación profesional completa","Postgrado","Estrato 4","3 a 4","Si","Si","Si","Si","100","73","75","72","68","371"
"20211","TI","SB11202110063660","URBANO",,"ACADÉMICO","311001106908","BOGOTÁ","MIXTO","SABATINA","NO OFICIAL","F","Cuatro","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","Estrato 3","5 a 6","No","Si","Si","No","31","40","21","42","45","183"
"20211","TI","SB11202110015459","RURAL","N","ACADÉMICO","305001010781","ANTIOQUIA","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Postgrado","Postgrado","Estrato 6","3 a 4","Si","Si","Si","Si","81","66","70","69","74","353"
"20211","TI","SB11202110005193","URBANO","N","ACADÉMICO","319001003280","CAUCA","MIXTO","COMPLETA","NO OFICIAL","M","Cuatro",,,,"3 a 4","Si","Si",,"Si","80","75","69","62","67","346"
"20211","TI","SB11202110013724","URBANO","N","ACADÉMICO","376892000034","VALLE","MIXTO","MAÑANA","NO OFICIAL","F","Tres","Educación profesional completa","Educación profesional completa","Estrato 2","3 a 4","Si","Si","Si","Si","70","42","57","57","65","282"
"20211","TI","SB11202110010661","URBANO","N","TÉCNICO","476130000571","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Seis o mas","No sabe","Secundaria (Bachillerato) completa","Estrato 2","7 a 8","Si","Si","Si","Si","62","58","54","57","55","282"
"20211","CC","SB11202110020699","URBANO","N","ACADÉMICO","376520006770","VALLE","MIXTO","MAÑANA","NO OFICIAL","F","Tres","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","Estrato 2","3 a 4","Si","Si","Si","Si","50","37","32","32","41","183"
"20211","TI","SB11202110004637","URBANO","N","ACADÉMICO","376520005781","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 2","3 a 4","Si","Si","Si","Si","64","59","68","59","59","307"
"20211","TI","SB11202110010402","URBANO","N","ACADÉMICO","376001000276","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Cinco",,,,"5 a 6","Si","Si",,"Si","82","100","75","71","62","387"
"20211","TI","SB11202110064332","URBANO","N","ACADÉMICO","425175032526","CUNDINAMARCA","MIXTO","MAÑANA","NO OFICIAL","M","Dos",,,,"3 a 4","Si","Si",,"Si","64","56","42","53","59","267"
"20211","TI","SB11202110001606","URBANO","S","ACADÉMICO","311848000936","BOGOTÁ","FEMENINO","COMPLETA","NO OFICIAL","F","Dos","Postgrado","Educación profesional completa","Estrato 6","3 a 4","Si","Si","Si","Si","77","69","69","57","68","333"
"20211","CC","SB11202110021009","URBANO",,"ACADÉMICO","376001030141","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Tres","Secundaria (Bachillerato) completa","Educación profesional incompleta","Estrato 4","3 a 4","Si","Si","Si","Si","66","72","58","71","56","322"
"20211","TI","SB11202110022277","URBANO","N","ACADÉMICO","311001010820","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Técnica o tecnológica completa","Técnica o tecnológica completa","Estrato 5","3 a 4","Si","Si","Si","Si","83","70","67","69","74","355"
"20211","TI","SB11202110005531","URBANO","S","ACADÉMICO","311769003342","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","M","Cinco","Postgrado","Postgrado","Estrato 6","5 a 6","Si","Si","Si","Si","84","80","81","100","71","415"
"20211","TI","SB11202110045992","URBANO","N","ACADÉMICO","311001038317","BOGOTÁ","MIXTO","TARDE","NO OFICIAL","M","Tres","No sabe","Educación profesional completa","Estrato 4","3 a 4","Si","Si","Si","Si","56","59","53","62","60","292"
"20211","CC","SB11202110022386","URBANO","S","ACADÉMICO","311769003474","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","M","Dos","No sabe","Educación profesional completa","Estrato 5","3 a 4","Si","Si","Si","Si","77","69","62","58","72","331"
"20211","CC","SB11202110012719","RURAL","S","ACADÉMICO","305001003688","ANTIOQUIA","MIXTO","COMPLETA","NO OFICIAL","F","Cuatro","Educación profesional completa","Postgrado","Estrato 6","3 a 4","Si","Si","Si","Si","84","76","70","80","75","380"
"20211","TI","SB11202110006202","URBANO","S","ACADÉMICO","376001026968","VALLE","MIXTO","COMPLETA","NO OFICIAL","F",,,,,,,,,,"73","61","57","65","66","315"
"20211","TI","SB11202110006497","URBANO","S","ACADÉMICO","311848002424","BOGOTÁ","MASCULINO","COMPLETA","NO OFICIAL","M","Tres","Educación profesional completa","Educación profesional completa","Estrato 5","3 a 4","Si","Si","Si","Si","100","81","76","74","100","420"
"20211","TI","SB11202110023886","URBANO","N","ACADÉMICO","376111000271","VALLE","MIXTO","MAÑANA","NO OFICIAL","F","Uno","Postgrado","Educación profesional completa","Estrato 4","3 a 4","No","No","Si","No","53","47","41","48","44","228"
"20211","TI","SB11202110011393","RURAL","S","ACADÉMICO","305001003688","ANTIOQUIA","MIXTO","COMPLETA","NO OFICIAL","M","Cuatro","Educación profesional completa","Educación profesional completa","Estrato 5","1 a 2","Si","Si","Si","Si","77","70","63","60","57","318"
"20211","TI","SB11202110065707","URBANO",,"ACADÉMICO","368001007138","SANTANDER","MIXTO","SABATINA","NO OFICIAL","F","Dos","Educación profesional completa","Educación profesional completa","Estrato 4","3 a 4","Si","Si","Si","Si","74","49","41","50","49","247"
"20211","TI","SB11202110032312","RURAL",,"ACADÉMICO","476892100092","VALLE","MIXTO","MAÑANA","NO OFICIAL","F","Tres","Educación profesional incompleta","Educación profesional incompleta","Estrato 4","3 a 4","Si","Si","Si","Si","56","47","43","41","50","230"
"20211","TI","SB11202110003879","URBANO","N","TÉCNICO/ACADÉMICO","376111002827","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Dos","Educación profesional completa","Educación profesional completa",,"1 a 2","No","Si","Si","Si","62","67","57","59","61","305"
"20211","TI","SB11202110009376","RURAL",,"ACADÉMICO","425175032351","CUNDINAMARCA","MIXTO","COMPLETA","NO OFICIAL","F","Cuatro","Postgrado","Postgrado","Estrato 5","5 a 6","Si","Si","Si","Si","83","77","78","74","76","384"
"20211","TI","SB11202110002084","URBANO",,"ACADÉMICO","376001030302","VALLE","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional completa","Técnica o tecnológica completa","Estrato 5","3 a 4","No","Si","Si","Si","79","75","60","70","75","353"
"20211","TI","SB11202110065486","RURAL","N","ACADÉMICO","311001002347","CUNDINAMARCA","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Postgrado","Postgrado","Estrato 4","3 a 4","Si","Si","Si","Si","81","73","73","70","68","359"
"20211","TI","SB11202110006664","URBANO","S","TÉCNICO","376001037650","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Secundaria (Bachillerato) completa","Educación profesional completa","Estrato 4","3 a 4","Si","Si","Si","Si","61","60","59","59","60","298"
"20211","TI","SB11202110011318","URBANO","N","TÉCNICO","376001000900","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Cinco",,,,"5 a 6","Si","Si",,"Si","55","41","31","31","43","190"
"20211","TI","SB11202110038122","URBANO","N","ACADÉMICO","376001003461","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Tres","Educación profesional incompleta","Técnica o tecnológica completa","Estrato 3","3 a 4","Si","Si","Si","Si","72","57","57","59","65","302"
"20211","TI","SB11202110008870","URBANO","N","TÉCNICO","319573000508","CAUCA","MIXTO","MAÑANA","NO OFICIAL","F","Dos","Técnica o tecnológica incompleta","Técnica o tecnológica incompleta",,"3 a 4","Si","No","Si","No","35","48","35","48","53","226"
"20211","TI","SB11202110001844","URBANO","S","ACADÉMICO","311001019941","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","F","Dos","Postgrado","Educación profesional completa","Estrato 6","1 a 2","Si","Si","Si","Si","100","76","78","73","67","378"
"20211","TI","SB11202110013486","URBANO",,"ACADÉMICO","305001021163","ANTIOQUIA","MIXTO","COMPLETA","NO OFICIAL","F","Cuatro","Educación profesional completa","Secundaria (Bachillerato) completa","Estrato 6","3 a 4","Si","Si","Si","Si","73","53","54","48","56","272"
"20211","TI","SB11202110064233","URBANO",,,"313001800017","BOLIVAR","MIXTO","MAÑANA","NO OFICIAL","M","Dos","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","Estrato 2","3 a 4","No","No","No","Si","40","27","36","33","36","168"
"20211","TI","SB11202110064409","URBANO","N","ACADÉMICO","311001104549","BOGOTÁ","MIXTO","SABATINA","NO OFICIAL","M","Cuatro","Secundaria (Bachillerato) completa","No sabe","Estrato 2","7 a 8","No","Si","Si","Si","55","63","49","57","63","289"
"20211","TI","SB11202110011506","URBANO","S","ACADÉMICO","311001107271","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","M","Cuatro","Secundaria (Bachillerato) completa","Postgrado","Estrato 4","5 a 6","Si","Si","Si","Si","60","61","56","65","64","307"
"20211","CC","SB11202110002657","RURAL",,,"308573800031","ATLANTICO","MIXTO","UNICA","NO OFICIAL","M","Dos","Educación profesional completa","Educación profesional completa","Estrato 4","3 a 4","Si","Si","Si","Si","81","70","66","67","68","344"
"20211","TI","SB11202110030240","URBANO","N","ACADÉMICO","376001000454","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Tres","Educación profesional completa","Educación profesional completa","Estrato 6","1 a 2","Si","Si","Si","Si","58","36","32","39","41","193"
"20211","CC","SB11202110065001","URBANO","N","ACADÉMICO","325175032424","CUNDINAMARCA","MIXTO","NOCHE","NO OFICIAL","M","Tres","Educación profesional completa","Educación profesional completa","Estrato 3","5 a 6","No","No","Si","Si","58","52","58","49","58","273"
"20211","CC","SB11202110003692","URBANO","S","ACADÉMICO","311848002262","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","F","Dos","Postgrado","Postgrado","Estrato 5","1 a 2","Si","Si","Si","Si","82","62","55","60","73","320"
"20211","TI","SB11202110027974","URBANO","N","TÉCNICO","376111001146","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Tres","Técnica o tecnológica completa","Educación profesional incompleta","Estrato 2","5 a 6","No","Si","Si","Si","70","74","60","69","74","347"
"20211","TI","SB11202110015401","URBANO","N","ACADÉMICO","376520000143","VALLE","FEMENINO","MAÑANA","NO OFICIAL","F","Dos","Postgrado","Educación profesional completa","Estrato 3","1 a 2","Si","Si","Si","Si","74","69","58","70","67","333"
"20211","TI","SB11202110035235","URBANO","N","TÉCNICO","376001019201","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Tres","Educación profesional incompleta","Secundaria (Bachillerato) completa","Estrato 3","5 a 6","Si","Si","Si","Si","52","61","46","47","57","263"
"20211","TI","SB11202110032722","URBANO","N","TÉCNICO/ACADÉMICO","376001007670","VALLE","MIXTO","TARDE","NO OFICIAL","M","Dos","Educación profesional completa","Educación profesional completa","Estrato 3","3 a 4","No","Si","Si","Si","58","63","57","63","62","305"
"20211","TI","SB11202110000267","URBANO","N","TÉCNICO/ACADÉMICO","311848000286","BOGOTÁ","MASCULINO","COMPLETA","NO OFICIAL","M","Tres","Postgrado","Postgrado","Estrato 5","3 a 4","Si","Si","Si","Si","86","80","80","76","100","421"
"20211","TI","SB11202110004693","URBANO",,"ACADÉMICO","376892001332","VALLE","MIXTO","COMPLETA","NO OFICIAL","M",,"Educación profesional completa","Educación profesional completa","Estrato 3",,,,"Si",,"81","71","70","66","68","348"
"20211","TI","SB11202110004892","URBANO",,,"320001791847","CESAR","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional completa","Educación profesional completa","Estrato 5","3 a 4","Si","Si","Si","Si","88","76","82","70","73","381"
"20211","TI","SB11202110002902","URBANO","S","ACADÉMICO","311848002262","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional completa","Postgrado","Estrato 4","3 a 4","Si","Si","Si","Si","100","73","74","76","79","387"
"20211","TI","SB11202110002678","RURAL",,,"308573800031","ATLANTICO","MIXTO","UNICA","NO OFICIAL","F","Cuatro","Postgrado","Postgrado","Estrato 6","5 a 6","Si","Si","Si","Si","83","78","72","76","74","378"
"20211","TI","SB11202110019709","URBANO","S","ACADÉMICO","311848000324","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Postgrado","No sabe","Estrato 5","3 a 4","Si","Si","Si","Si","88","77","73","70","76","375"
"20211","TI","SB11202110007652","URBANO","N","ACADÉMICO","376001001868","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Seis o mas","Técnica o tecnológica incompleta","No sabe","Estrato 4","7 a 8","Si","Si","Si","Si","84","70","64","56","65","327"
"20211","TI","SB11202110059053","URBANO",,,"311001109982","BOGOTÁ","MIXTO","UNICA","NO OFICIAL","M","Tres","Primaria completa","Ninguno","Estrato 4","3 a 4","No","Si","No","Si","49","51","46","35","54","233"
"20211","TI","SB11202110010164","URBANO",,"ACADÉMICO","319001001201","CAUCA","MIXTO","MAÑANA","NO OFICIAL","M",,,,,,,,,,"53","51","57","54","59","275"
"20211","TI","SB11202110002428","URBANO","S","ACADÉMICO","447001004284","MAGDALENA","MIXTO","COMPLETA","NO OFICIAL","M","Dos","Educación profesional completa","Educación profesional completa","Estrato 4","3 a 4","Si","Si","Si","Si","85","71","77","76","73","375"
"20211","TI","SB11202110043895","URBANO","N","ACADÉMICO","376001000861","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Cuatro","Educación profesional completa","Educación profesional completa","Estrato 4","3 a 4","Si","Si","Si","Si","80","39","65","58","67","295"
"20211","TI","SB11202110015062","URBANO","S","ACADÉMICO","308001000882","ATLANTICO","MIXTO","COMPLETA","NO OFICIAL","F","Cuatro","Educación profesional incompleta","Educación profesional incompleta","Estrato 4","7 a 8","Si","Si","Si","Si","68","69","67","67","73","345"
"20211","TI","SB11202110003231","URBANO","N","ACADÉMICO","305001003769","ANTIOQUIA","FEMENINO","COMPLETA","NO OFICIAL","F","Tres","Postgrado","Postgrado","Estrato 5","3 a 4","Si","Si","Si","Si","100","65","69","61","71","345"
"20211","TI","SB11202110002894","URBANO",,"TÉCNICO","376001042165","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Secundaria (Bachillerato) completa","Técnica o tecnológica incompleta","Estrato 3","3 a 4","No","Si","Si","Si","60","66","63","58","70","320"
"20211","CC","SB11202110000892","URBANO","N","TÉCNICO/ACADÉMICO","376111002568","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Dos","Secundaria (Bachillerato) incompleta","Educación profesional completa","Estrato 4","1 a 2","Si","Si","Si","Si","56","55","46","40","50","242"
"20211","TI","SB11202110005162","URBANO","N","ACADÉMICO","319001003280","CAUCA","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Educación profesional completa","Postgrado","Estrato 4","3 a 4","Si","Si","Si","Si","87","72","81","72","75","380"
"20211","TI","SB11202110044997","URBANO","N","ACADÉMICO","376001026518","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Cuatro","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","Estrato 4","3 a 4","Si","Si","Si","Si","47","35","34","43","38","191"
"20211","TI","SB11202110020525","URBANO","N","ACADÉMICO","311001107599","BOGOTÁ","MIXTO","MAÑANA","NO OFICIAL","M","Cuatro","Postgrado","Postgrado","Estrato 4","3 a 4","Si","Si","Si","Si","71","64","57","68","63","318"
"20211","TI","SB11202110038254","URBANO","N","ACADÉMICO","376001003461","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Tres","Educación profesional completa","Educación profesional completa","Estrato 3","3 a 4","Si","Si","Si","Si","100","100","76","81","75","422"
"20211","CC","SB11202110011980","RURAL",,,"308573800031","ATLANTICO","MIXTO","UNICA","NO OFICIAL","M","Cuatro","Educación profesional completa","Educación profesional completa","Estrato 5","3 a 4","Si","Si","Si","Si","79","56","52","60","57","290"
"20211","TI","SB11202110043230","URBANO",,,"376001044036","VALLE","MIXTO","MAÑANA","NO OFICIAL","F","Dos","Educación profesional incompleta","No sabe","Estrato 3","1 a 2","Si","Si","Si","Si","34","25","24","32","37","149"
"20211","TI","SB11202110012016","URBANO","N","ACADÉMICO","376001008498","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Secundaria (Bachillerato) completa","Técnica o tecnológica completa","Estrato 5","3 a 4","Si","Si","Si","Si","68","60","65","65","77","334"
"20211","CC","SB11202110007896","RURAL","S","ACADÉMICO","376001002279","VALLE","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional completa","Educación profesional completa","Estrato 6","3 a 4","Si","Si","Si","Si","100","70","76","68","68","364"
"20211","TI","SB11202110029744","URBANO","N","TÉCNICO/ACADÉMICO","376001007670","VALLE","MIXTO","MAÑANA","NO OFICIAL","F","Tres","Postgrado","Postgrado","Estrato 5","3 a 4","Si","Si","Si","Si","85","71","65","65","72","348"
"20211","TI","SB11202110001407","RURAL","S","ACADÉMICO","463190000443","QUINDIO","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Educación profesional completa","Educación profesional completa","Estrato 5","3 a 4","Si","Si","Si","Si","83","73","68","71","74","362"
"20211","TI","SB11202110023901","URBANO","N","ACADÉMICO","376111000271","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Tres","Educación profesional incompleta","Educación profesional completa","Estrato 3","5 a 6","Si","Si","Si","Si","74","67","65","70","67","339"
